chr1	5946075	+
chr1	8258013	+
chr1	11858649	+
chr1	11902462	+
chr1	12278770	+
chr1	12509067	+
chr1	12589610	+
chr1	12664563	+
chr1	14748791	+
chr1	14763674	+
chr1	15110723	+
chr1	15870297	+
chr1	16121831	+
chr1	16279477	+
chr1	20196667	+
chr1	20525643	+
chr1	22231637	+
chr1	22345731	+
chr1	26087607	+
chr1	26397099	+
chr1	26452966	+
chr1	27118247	+
chr1	27400887	+
chr1	27869239	+
chr1	28193915	+
chr1	29210542	+
chr1	29253581	+
chr1	29359639	+
chr1	29483567	+
chr1	30601998	+
chr1	31241955	+
chr1	32394547	+
chr1	32856811	+
chr1	35965529	+
chr1	38465371	+
chr1	38989375	+
chr1	39281763	+
chr1	39381253	+
chr1	39633744	+
chr1	40177310	+
chr1	40358543	+
chr1	40523338	+
chr1	40525302	+
chr1	41286732	+
chr1	42347879	+
chr1	43428885	+
chr1	43429519	+
chr1	43988640	+
chr1	44501804	+
chr1	44756670	+
chr1	46624321	+
chr1	47647032	+
chr1	51750322	+
chr1	51895797	+
chr1	59349730	+
chr1	59364853	+
chr1	61479089	+
chr1	61514743	+
chr1	65329957	+
chr1	65696957	+
chr1	65758897	+
chr1	65878356	+
chr1	65946909	+
chr1	67382186	+
chr1	71141716	+
chr1	84384712	+
chr1	85690979	+
chr1	90011361	+
chr1	90169262	+
chr1	92198166	+
chr1	93010466	+
chr1	100065428	+
chr1	100813110	+
chr1	110460905	+
chr1	111704666	+
chr1	113582925	+
chr1	114457043	+
chr1	114922821	+
chr1	114931177	+
chr1	116952030	+
chr1	117388905	+
chr1	118155447	+
chr1	118156089	+
chr1	121337117	+
chr1	150518307	+
chr1	151569144	+
chr1	153316515	+
chr1	158789519	+
chr1	160510124	+
chr1	162356301	+
chr1	164681639	+
chr1	166674855	+
chr1	176849164	+
chr1	179016328	+
chr1	180579850	+
chr1	181122282	+
chr1	181875297	+
chr1	182205502	+
chr1	182269326	+
chr1	182307404	+
chr1	182308218	+
chr1	184000689	+
chr1	185253949	+
chr1	186081589	+
chr1	186164635	+
chr1	195868220	+
chr1	200123499	+
chr1	201536292	+
chr1	201547660	+
chr1	202045389	+
chr1	202046160	+
chr1	203281122	+
chr1	204641713	+
chr1	204680666	+
chr1	205126454	+
chr1	206825592	+
chr1	206846757	+
chr1	207191161	+
chr1	207197873	+
chr1	207483466	+
chr1	207799796	+
chr1	212325731	+
chr1	220080407	+
chr1	220081039	+
chr1	221881574	+
chr1	223407058	+
chr1	223976891	+
chr1	224348227	+
chr1	224691375	+
chr1	226116332	+
chr1	226299031	+
chr1	226992699	+
chr1	227584447	+
chr1	228701131	+
chr1	230262976	+
chr1	231185283	+
chr1	233771875	+
chr1	233801537	+
chr1	234748510	+
chr1	235012268	+
chr1	235111035	+
chr1	237077195	+
chr1	241859553	+
chr1	244466472	+
chr1	246378428	+
chr1	246741241	+
chr1	249183807	+
chr2	6987624	+
chr2	7034195	+
chr2	8756117	+
chr2	11419734	+
chr2	12081678	+
chr2	12108389	+
chr2	15696634	+
chr2	17304358	+
chr2	26291639	+
chr2	27230466	+
chr2	27233848	+
chr2	28578594	+
chr2	30476112	+
chr2	30513772	+
chr2	32993596	+
chr2	33333905	+
chr2	38871080	+
chr2	43154826	+
chr2	46543861	+
chr2	46567313	+
chr2	46666895	+
chr2	48492458	+
chr2	48833103	+
chr2	54304681	+
chr2	54816884	+
chr2	55343396	+
chr2	55367860	+
chr2	58958132	+
chr2	58958763	+
chr2	61515397	+
chr2	62523361	+
chr2	65249053	+
chr2	68348355	+
chr2	68362815	+
chr2	70914185	+
chr2	72110276	+
chr2	72770900	+
chr2	84198874	+
chr2	86221251	+
chr2	97561020	+
chr2	106217614	+
chr2	109211599	+
chr2	113464005	+
chr2	113770623	+
chr2	134906818	+
chr2	138777048	+
chr2	145199444	+
chr2	145338494	+
chr2	146450891	+
chr2	152639328	+
chr2	152646150	+
chr2	152656581	+
chr2	158078095	+
chr2	158118026	+
chr2	158643491	+
chr2	158786621	+
chr2	162029781	+
chr2	169630794	+
chr2	169792776	+
chr2	169832879	+
chr2	170870578	+
chr2	170999778	+
chr2	171120406	+
chr2	173417729	+
chr2	178558887	+
chr2	179134694	+
chr2	179138645	+
chr2	191049402	+
chr2	192462129	+
chr2	192701715	+
chr2	196351930	+
chr2	197265017	+
chr2	198794177	+
chr2	202305093	+
chr2	205889971	+
chr2	231524101	+
chr2	233956463	+
chr2	236369509	+
chr2	236982109	+
chr3	4266898	+
chr3	4575609	+
chr3	5058412	+
chr3	5150185	+
chr3	5470735	+
chr3	5605578	+
chr3	14274446	+
chr3	16346338	+
chr3	17772036	+
chr3	20064570	+
chr3	31533363	+
chr3	33095981	+
chr3	33942628	+
chr3	36999631	+
chr3	38765777	+
chr3	42878249	+
chr3	43712872	+
chr3	43719999	+
chr3	44559864	+
chr3	45146035	+
chr3	45175501	+
chr3	45315400	+
chr3	46550855	+
chr3	46590994	+
chr3	47356950	+
chr3	65025641	+
chr3	69774088	+
chr3	69841254	+
chr3	72135709	+
chr3	72194092	+
chr3	72338294	+
chr3	72510127	+
chr3	87845458	+
chr3	98302781	+
chr3	101249364	+
chr3	105333337	+
chr3	119414499	+
chr3	125152130	+
chr3	126630411	+
chr3	128134974	+
chr3	137918907	+
chr3	138594764	+
chr3	139018505	+
chr3	141524207	+
chr3	141765358	+
chr3	142804079	+
chr3	150169208	+
chr3	151961314	+
chr3	152038247	+
chr3	152798693	+
chr3	154736959	+
chr3	156825753	+
chr3	167875273	+
chr3	170448159	+
chr3	170496636	+
chr3	171146234	+
chr3	171188705	+
chr3	171685173	+
chr3	172725146	+
chr3	176379513	+
chr3	177077848	+
chr3	177888653	+
chr3	177978854	+
chr3	179093074	+
chr3	182083061	+
chr3	193378649	+
chr3	193571591	+
chr3	193628822	+
chr3	193973423	+
chr3	194838842	+
chr3	194862080	+
chr3	196239143	+
chr3	197171302	+
chr4	2397498	+
